pageid,name,city
9639694,J. Robert Hooper,"Bel Air, Maryland"
12756156,Julienne Irwin,"Bel Air, Maryland"
40073293,Chase Kalisz,"Bel Air, Maryland"
19104042,Vic Keen,"Bel Air, Maryland"
27623975,Jim Kehoe,"Bel Air, Maryland"
17058236,Dan Lader,"Bel Air, Maryland"
1477520,Larry MacPhail,"Bel Air, Maryland"
1857797,Kimmie Meissner,"Bel Air, Maryland"
15170994,H. Wayne Norman Jr.,"Bel Air, Maryland"
2000415,Eugene H. Peterson,"Bel Air, Maryland"
11543645,Jacob Alexander Preston,"Bel Air, Maryland"
41622428,Eileen M. Rehrmann,"Bel Air, Maryland"
9158940,Donna Stifler,"Bel Air, Maryland"
6663692,Herman Stump,"Bel Air, Maryland"
11556250,James Turner (Maryland politician),"Bel Air, Maryland"
3097260,Edwin Hanson Webster,"Bel Air, Maryland"
16022995,Drew Westervelt,"Bel Air, Maryland"
5493548,Jay Witasick,"Bel Air, Maryland"
23215365,John I. Yellott,"Bel Air, Maryland"
16766333,Charity Adams Earley,"Kittrell, North Carolina"
1187881,Josiah Crudup,"Kittrell, North Carolina"
6400118,George Harris (judoka),"Kittrell, North Carolina"
40606250,Dock J. Jordan,"Kittrell, North Carolina"
55787707,John Hervey Wheeler,"Kittrell, North Carolina"
4162600,Augustus Chapman Allen,"Sullivan, New York"
4482830,John Kirby Allen,"Sullivan, New York"
39410406,Bruce Bryant,"Dixfield, Maine"
33434478,Mace Greenleaf,"Dixfield, Maine"
14613411,Sebastian Streeter Marble,"Dixfield, Maine"
47407657,Gideon Ellis Newman,"Dixfield, Maine"
54552290,Charles Corydon Hall,"Sandisfield, Massachusetts"
4519052,Barbara Karinska,"Sandisfield, Massachusetts"
12841135,Charles S. May,"Sandisfield, Massachusetts"
12945406,Dwight May,"Sandisfield, Massachusetts"
53598656,Mary Sears McHenry,"Sandisfield, Massachusetts"
52906212,John Mills (Massachusetts politician),"Sandisfield, Massachusetts"
4051526,Barnas Sears,"Sandisfield, Massachusetts"
1810689,Edmund Sears,"Sandisfield, Massachusetts"
32832319,Thomas H. Braden,"Mooers, New York"
11592519,John C. Churchill,"Mooers, New York"
11590384,Ashbel P. Fitch,"Mooers, New York"
42252935,Rutherford John Gettens,"Mooers, New York"
38712467,H. Wallace Knapp,"Mooers, New York"
2274386,Joe Courtney (politician),"Vernon, Connecticut"
21171218,Stephen Farrell (track and field),"Vernon, Connecticut"
48411839,George L. Graziadio Jr.,"Vernon, Connecticut"
46509659,Marie Herbst,"Vernon, Connecticut"
38268761,Martin Kellogg,"Vernon, Connecticut"
10091080,Dwight Loomis,"Vernon, Connecticut"
25453000,Jason L. McCoy,"Vernon, Connecticut"
58128276,Chet Morgan (politician),"Vernon, Connecticut"
33877911,Jim Penders,"Vernon, Connecticut"
938544,Bill Romanowski,"Vernon, Connecticut"
13295044,Mark Warner,"Vernon, Connecticut"
19101200,Josh Bolton,"Penfield, New York"
690102,Chyna,"Penfield, New York"
9798666,Lewis R. Fiske,"Penfield, New York"
39630786,Frances Linfield,"Penfield, New York"
51519370,Daniel Lynd,"Penfield, New York"
2907172,Daniel Penfield,"Penfield, New York"
59276411,Pat Stark,"Penfield, New York"
163147,Almon Brown Strowger,"Penfield, New York"
36724561,Byron Sylvester Waite,"Penfield, New York"
524983,Josiah Gardner Abbott,"Chelmsford, Massachusetts"
3820635,Keith Aucoin,"Chelmsford, Massachusetts"
6264042,Phil Bourque,"Chelmsford, Massachusetts"
4995958,Dan Curran,"Chelmsford, Massachusetts"
2092775,John Call Dalton,"Chelmsford, Massachusetts"
57498157,Sopan Deb,"Chelmsford, Massachusetts"
7049827,John Farmer (author),"Chelmsford, Massachusetts"
16049125,Weldon Haire,"Chelmsford, Massachusetts"
3579517,John Galen Howard,"Chelmsford, Massachusetts"
31850637,Leo Kahn (entrepreneur),"Chelmsford, Massachusetts"
33195930,Heather Linstad,"Chelmsford, Massachusetts"
826212,Tony Lupien,"Chelmsford, Massachusetts"
32428850,Ulysses J. Lupien,"Chelmsford, Massachusetts"
5309868,Sean McAdam (journalist),"Chelmsford, Massachusetts"
11462463,Jon McKennedy,"Chelmsford, Massachusetts"
11795001,Jon Morris (ice hockey),"Chelmsford, Massachusetts"
57548667,Colleen Mullen,"Chelmsford, Massachusetts"
44236988,Lisa Anne Novelline,"Chelmsford, Massachusetts"
1429051,Benjamin Pierce (governor),"Chelmsford, Massachusetts"
52580449,Esther Wilkins,"Chelmsford, Massachusetts"
10628135,Joy Williams (American writer),"Chelmsford, Massachusetts"
25874738,Harry Wilson (businessman),"Chelmsford, Massachusetts"
6045590,Kristen Wilson,"Chelmsford, Massachusetts"
10726889,Harry M. Woods,"Chelmsford, Massachusetts"
5125879,Jeffries Wyman,"Chelmsford, Massachusetts"
36054826,Clare Barnes Jr.,"Edgartown, Massachusetts"
21762551,Virginia Berresford,"Edgartown, Massachusetts"
3237982,Whitney Blake,"Edgartown, Massachusetts"
4835925,Norman Bridwell,"Edgartown, Massachusetts"
22462653,Frederick Crocker,"Edgartown, Massachusetts"
29652763,Ephraim Cutler,"Edgartown, Massachusetts"
42261851,Pat Fallon,"Edgartown, Massachusetts"
130650,A. Bartlett Giamatti,"Edgartown, Massachusetts"
39241541,Hiacoomes,"Edgartown, Massachusetts"
57296048,Helen Jernegan,"Edgartown, Massachusetts"
56122774,Marcus Jernegan,"Edgartown, Massachusetts"
16129746,Joseph Low,"Edgartown, Massachusetts"
48935909,Edward Dalton Marchant,"Edgartown, Massachusetts"
20682443,Curtis Moffat,"Edgartown, Massachusetts"
54779767,Thomas Parker (Maine),"Edgartown, Massachusetts"
31811561,Ben Pease,"Edgartown, Massachusetts"
30272557,Eleanor Sanger,"Edgartown, Massachusetts"
9171478,Richard Tisei,"Edgartown, Massachusetts"
22038601,Johnny Washbrook,"Edgartown, Massachusetts"
21739472,John E. White,"Edgartown, Massachusetts"
10563436,William Madison Wood,"Edgartown, Massachusetts"
769838,Elisha Andrews,"Interlachen, Florida"
4760020,Robert H. Jenkins Jr.,"Interlachen, Florida"
33385127,Kenneth Raulerson,"Interlachen, Florida"
44591530,Eric Sheptock,"Interlachen, Florida"
4756790,Michael English (American singer),"Kenansville, North Carolina"
3742873,Charles Hooks,"Kenansville, North Carolina"
25740682,Owen Rand Kenan,"Kenansville, North Carolina"
31816597,Thomas S. Kenan,"Kenansville, North Carolina"
10967137,Greg Peterson (American football),"Kenansville, North Carolina"
35553912,Ruth Faison Shaw,"Kenansville, North Carolina"
47956148,J. M. Adams,"Castleton, Vermont"
986691,Alexander W. Buel,"Castleton, Vermont"
46661946,Charles W. Davis (Wisconsin),"Castleton, Vermont"
196049,Edwin Drake,"Castleton, Vermont"
12316779,John Smith Griffin,"Castleton, Vermont"
8341821,Chauncey Langdon,"Castleton, Vermont"
347486,David Swinson Maynard,"Castleton, Vermont"
8053432,Samuel Shaw (politician),"Castleton, Vermont"
6636620,Edwin T. Woodward,"Castleton, Vermont"
33073129,Thomas Brigham Bishop,"Wayne, Maine"
56904602,John Emory Bryant,"Wayne, Maine"
2313523,Annie Louise Cary,"Wayne, Maine"
39545878,Allen P. Lovejoy,"Wayne, Maine"
5736611,Joseph Abboud,"Bedford, New York"
51487280,Pete Bevacqua,"Bedford, New York"
102973,Chevy Chase,"Bedford, New York"
42748286,John Copp,"Bedford, New York"
170517,Susan Dey,"Bedford, New York"
37097401,Danielle Egan,"Bedford, New York"
1018235,Felicity Huffman,"Bedford, New York"
21816397,John Jay,"Bedford, New York"
432511,Joseph L. Mankiewicz,"Bedford, New York"
3839790,Kate Mara,"Bedford, New York"
17780945,Rooney Mara,"Bedford, New York"
923348,E. G. Marshall,"Bedford, New York"
56045004,Mack Meller,"Bedford, New York"
3540944,William Hamilton Merritt,"Bedford, New York"
37664752,Henry C. Nelson,"Bedford, New York"
6217695,Nelson Peltz,"Bedford, New York"
38675559,Chris Perone,"Bedford, New York"
2409115,Lily Rabe,"Bedford, New York"
773306,Claudio Reyna,"Bedford, New York"
36601732,Hezekiah D. Robertson,"Bedford, New York"
11260303,William H. Robertson,"Bedford, New York"
55208638,James Bailey Silkman,"Bedford, New York"
54969196,Stephen J. Spingarn,"Bedford, New York"
580274,Rob Thomas (musician),"Bedford, New York"
9329167,Bitsie Tulloch,"Bedford, New York"
737318,Ann Williams (actress),"Bedford, New York"
2506300,Wally Dallenbach Jr.,"Basalt, Colorado"
2506527,Wally Dallenbach Sr.,"Basalt, Colorado"
3279639,Christy Smith,"Basalt, Colorado"
30696619,Torin Yater-Wallace,"Basalt, Colorado"
4886406,John F. Dryden,"Temple, Maine"
29995267,Mitchell Goodman,"Temple, Maine"
8016439,Helen Jewett,"Temple, Maine"
23399496,Harvey D. Parker,"Temple, Maine"
4675987,C. J. Stevens,"Temple, Maine"
42521497,Stephen Zeh,"Temple, Maine"
43927680,Ron Aiken,"Moncks Corner, South Carolina"
962040,Henry E. Brown Jr.,"Moncks Corner, South Carolina"
37066134,"Omar Brown (defensive back, born 1988)","Moncks Corner, South Carolina"
40104495,Charlamagne tha God,"Moncks Corner, South Carolina"
33391445,Andre Ellington,"Moncks Corner, South Carolina"
41543986,Bruce Ellington,"Moncks Corner, South Carolina"
24214376,Steven Furtick,"Moncks Corner, South Carolina"
15843622,Robin Kenyatta,"Moncks Corner, South Carolina"
13436485,Ryan Stewart (American football),"Moncks Corner, South Carolina"
19891278,Elle Evans,"Blanchard, Louisiana"
27784444,Dylan LeBlanc,"Blanchard, Louisiana"
46223846,Bobby Lowther,"Blanchard, Louisiana"
44626984,Ollie Tyler,"Blanchard, Louisiana"
44509017,Donnie Berthiaume,"Spencer, Massachusetts"
29951721,Frank Bird,"Spencer, Massachusetts"
21041247,Don Brown (American football coach),"Spencer, Massachusetts"
1248920,Nathan Cobb,"Spencer, Massachusetts"
31767731,Peter Durant,"Spencer, Massachusetts"
39161279,Anne Gobi,"Spencer, Massachusetts"
398747,Elias Howe,"Spencer, Massachusetts"
53265085,Tyler Howe,"Spencer, Massachusetts"
15642566,William Howe (architect),"Spencer, Massachusetts"
12758360,Phineas Jones,"Spencer, Massachusetts"
29951812,Jim McCormick (infielder),"Spencer, Massachusetts"
55533890,Patrick Ricard (American football),"Spencer, Massachusetts"
251579,Charles Dow,"Sterling, Connecticut"
23945418,Allen Cleveland Lewis,"Sterling, Connecticut"
4709086,"Tom ""T-Bone"" Stankus","Sterling, Connecticut"
23200837,Walter Goodnow Everett,"Rowe, Massachusetts"
39284412,Asa Lansford Foster,"Rowe, Massachusetts"
33526589,John Henry Haynes,"Rowe, Massachusetts"
49462885,Increase Sumner Lincoln,"Rowe, Massachusetts"
33099621,George M. Stearns,"Rowe, Massachusetts"
25764142,Walter Abbott (American football),"Rumford, Maine"
41176595,Jane Amero,"Rumford, Maine"
41451947,Severin Beliveau,"Rumford, Maine"
607122,Jeb Bradley,"Rumford, Maine"
10542221,Chummy Broomhall,"Rumford, Maine"
41419616,"Erlon ""Bucky"" Broomhall","Rumford, Maine"
50520683,Mark Bryant (politician),"Rumford, Maine"
16475565,Chet Bulger,"Rumford, Maine"
22408068,Hugh J. Chisholm,"Rumford, Maine"
5432920,Frank Churchill,"Rumford, Maine"
50320180,Lucia M. Cormier,"Rumford, Maine"
16552562,Samuel Read Hall,"Rumford, Maine"
39362002,Charles Harlow,"Rumford, Maine"
6191927,William Wallace Kimball,"Rumford, Maine"
6853304,Rebecca Martin,"Rumford, Maine"
307962,Edmund Muskie,"Rumford, Maine"
33818837,John Patrick (Maine politician),"Rumford, Maine"
10542321,Robert W. Pidacks,"Rumford, Maine"
19277648,Stan Thomas (baseball),"Rumford, Maine"
41802539,Susan Tifft,"Rumford, Maine"
43422526,William Wirt Virgin,"Rumford, Maine"
39158666,Andrew Bachman,"Wayland, Massachusetts"
2842047,Joshua Bekenstein,"Wayland, Massachusetts"
23639990,Tom Conroy,"Wayland, Massachusetts"
8942480,Arwa Damon,"Wayland, Massachusetts"
56610151,Richard Glesmann,"Wayland, Massachusetts"
53382114,Emily Parker Groom,"Wayland, Massachusetts"
56414295,Francis W. Hatch,"Wayland, Massachusetts"
51201123,Sarah Hurwitz,"Wayland, Massachusetts"
7089360,Gregg Kavet,"Wayland, Massachusetts"
43211965,Marina Keegan,"Wayland, Massachusetts"
32428850,Ulysses J. Lupien,"Wayland, Massachusetts"
28220794,Hettienne Park,"Wayland, Massachusetts"
495862,Alberto Salazar,"Wayland, Massachusetts"
23882849,Taylor Schilling,"Wayland, Massachusetts"
1810689,Edmund Sears,"Wayland, Massachusetts"
3307105,Mary Sears (oceanographer),"Wayland, Massachusetts"
1747821,Jill Stein,"Wayland, Massachusetts"
50759882,Michael VanRooyen,"Wayland, Massachusetts"
54563188,Evangeline Marrs Whipple,"Wayland, Massachusetts"
36306367,Gladys Widdiss,"Wayland, Massachusetts"
11591167,Esbon Blackmar,"Greenville (town), New York"
1990962,William Bullock (inventor),"Greenville (town), New York"
196049,Edwin Drake,"Greenville (town), New York"
15123482,William Gedney,"Greenville (town), New York"
37512967,Addison P. Jones,"Greenville (town), New York"
11593301,Perkins King,"Greenville (town), New York"
8664939,Anne Mitchell,"Greenville (town), New York"
34786762,Mitchell Sanford,"Greenville (town), New York"
7239282,Eliakim Sherrill,"Greenville (town), New York"
5074940,Jay Traynor,"Greenville (town), New York"
21889256,Mary Ann Willson,"Greenville (town), New York"
56357143,Kate Hall (athlete),"Casco, Maine"
13263469,Abigail Hobbs,"Casco, Maine"
14070548,Deliverance Hobbs,"Casco, Maine"
1252493,William LeMessurier,"Casco, Maine"
6431747,Tony Montanaro,"Casco, Maine"
43756222,Bonnie Titcomb Lewis,"Casco, Maine"
9450236,Ichabod Bartlett,"Salisbury, New Hampshire"
41999587,Elam Greeley,"Salisbury, New Hampshire"
6676981,Samuel E. Pingree,"Salisbury, New Hampshire"
33840759,William M. Pingry,"Salisbury, New Hampshire"
2869504,Ezekiel A. Straw,"Salisbury, New Hampshire"
51613,Daniel Webster,"Salisbury, New Hampshire"
23376583,Tim Ashe,"Holliston, Massachusetts"
25972093,Bob Bicknell,"Holliston, Massachusetts"
335655,Arthur Judson Brown,"Holliston, Massachusetts"
49252264,McKay Coppins,"Holliston, Massachusetts"
53295884,Ann Cummings,"Holliston, Massachusetts"
11913295,John D'earth,"Holliston, Massachusetts"
20927117,Carolyn Dykema,"Holliston, Massachusetts"
15896216,Adam Green (filmmaker),"Holliston, Massachusetts"
53040432,Chris Grier,"Holliston, Massachusetts"
2006643,Mike Grier,"Holliston, Massachusetts"
22193500,Ron LaPointe,"Holliston, Massachusetts"
27700503,Paul Loscocco,"Holliston, Massachusetts"
18988299,Michael Mantenuto,"Holliston, Massachusetts"
5189971,Greg Mauldin,"Holliston, Massachusetts"
1461183,Jo Dee Messina,"Holliston, Massachusetts"
780111,Andrew Natsios,"Holliston, Massachusetts"
15810063,Fred Newman (baseball),"Holliston, Massachusetts"
1074627,Willard Richards,"Holliston, Massachusetts"
16799591,Albert P. Rockwood,"Holliston, Massachusetts"
6644607,John Sencio,"Holliston, Massachusetts"
29621224,Ken Stone (fighter),"Holliston, Massachusetts"
2806705,Mark Sweeney,"Holliston, Massachusetts"
58481679,Amy Townsend-Small,"Holliston, Massachusetts"
7405044,George Whiting,"Holliston, Massachusetts"
8089912,Galusha Anderson,"Bergen, New York"
31667047,Bucky Freeman,"Bergen, New York"
21827456,William Henry Munger,"Bergen, New York"
37527749,Lewis S. Payne,"Bergen, New York"
11341412,Billy Sands,"Bergen, New York"
8506537,Tug Arundel,"Romulus, New York"
7625989,William Watts Folwell,"Romulus, New York"
5562128,George Gibson (American football),"Romulus, New York"
37689836,Chester Sanders Lord,"Romulus, New York"
2251148,Christopher McDonald,"Romulus, New York"
9628249,Daniel McDonald (actor),"Romulus, New York"
1308719,Jeptha Wade,"Romulus, New York"
6128339,Colston Warne,"Romulus, New York"
689839,Casey Affleck,"Falmouth, Massachusetts"
22247023,Steven Angelo,"Falmouth, Massachusetts"
316613,Katharine Lee Bates,"Falmouth, Massachusetts"
32404755,Ian Bowles,"Falmouth, Massachusetts"
11543174,George Bradbury,"Falmouth, Massachusetts"
28890665,Steve Cishek,"Falmouth, Massachusetts"
6196611,Jim Connors,"Falmouth, Massachusetts"
16950776,Colleen Coyne,"Falmouth, Massachusetts"
24335335,Wesley Dennis (illustrator),"Falmouth, Massachusetts"
49191627,Sylvia M. Donaldson,"Falmouth, Massachusetts"
198260,Jessica Dubroff,"Falmouth, Massachusetts"
2525923,Jacob Sloat Fassett,"Falmouth, Massachusetts"
28814566,Melissa Febos,"Falmouth, Massachusetts"
53749936,Dylan Fernandes,"Falmouth, Massachusetts"
33944001,Red Flaherty,"Falmouth, Massachusetts"
28322928,Harold Ginsberg,"Falmouth, Massachusetts"
6397230,Paul Harney,"Falmouth, Massachusetts"
2235423,Jeff Hughes (musician),"Falmouth, Massachusetts"
26237236,Anita Newcomb McGee,"Falmouth, Massachusetts"
31395937,John Muse,"Falmouth, Massachusetts"
47750072,Catherine N. Norton,"Falmouth, Massachusetts"
43953458,Frederick E. Olmsted,"Falmouth, Massachusetts"
7230261,Matthew Patrick (politician),"Falmouth, Massachusetts"
40238,Herbert Putnam,"Falmouth, Massachusetts"
43741350,Joseph Rago,"Falmouth, Massachusetts"
45355274,Robert V. Rice,"Falmouth, Massachusetts"
18576914,Greg Dean Schmitz,"Falmouth, Massachusetts"
24783079,Sheldon Segal,"Falmouth, Massachusetts"
7074381,Tracy K. Smith,"Falmouth, Massachusetts"
28744285,Alicia M. Soderberg,"Falmouth, Massachusetts"
34507678,Charles F. Swift,"Falmouth, Massachusetts"
7230357,Eric Turkington,"Falmouth, Massachusetts"
30674715,David Vieira (politician),"Falmouth, Massachusetts"
718096,Selman Waksman,"Falmouth, Massachusetts"
3940967,Theophilus Weeks,"Falmouth, Massachusetts"
12557345,Don Wheldon,"Falmouth, Massachusetts"
12491613,Macklyn Arbuckle,"Waddington, New York"
25382450,John Crawford (Wisconsin politician),"Waddington, New York"
43831832,Zerah Mead,"Waddington, New York"
9928201,Hank Monk,"Waddington, New York"
36625534,Charles C. Montgomery,"Waddington, New York"
41305884,James Dow Morrison,"Waddington, New York"
3365656,James Ricalton,"Waddington, New York"
24536721,Charlotte Odlum Smith,"Waddington, New York"
12197849,Edwin J. Taylor,"Waddington, New York"
40229959,Oliver Ernesto Branch,"Weare, New Hampshire"
49935528,Elma Gove,"Weare, New Hampshire"
22344643,Jesse Gove,"Weare, New Hampshire"
48414307,Gary Myers (lawyer),"Weare, New Hampshire"
289845,Gene Robinson,"Weare, New Hampshire"
42599601,Irene Shepard,"Weare, New Hampshire"
182688,David Souter,"Weare, New Hampshire"
25532337,Jonathan Stone,"Weare, New Hampshire"
25532727,Phineas J. Stone,"Weare, New Hampshire"
676897,Meshech Weare,"Weare, New Hampshire"
869507,James E. Broome,"Hamburg, South Carolina"
6363386,Marcus Junius Parrott,"Hamburg, South Carolina"
33164360,Prince Rivers,"Hamburg, South Carolina"
3534351,Henry Shultz,"Hamburg, South Carolina"
8212509,Benjamin Cudworth Yancey Jr.,"Hamburg, South Carolina"
6446546,Micah Alberti,"Oregon, Wisconsin"
37238,Kevin J. Anderson,"Oregon, Wisconsin"
34344931,Lyman F. Anderson,"Oregon, Wisconsin"
48126783,Wallace W. Andrew,"Oregon, Wisconsin"
48662286,Phineas Baldwin,"Oregon, Wisconsin"
42132962,Edward W. Dwight,"Oregon, Wisconsin"
9849838,Jerry Frei,"Oregon, Wisconsin"
7036786,Zorba Paster,"Oregon, Wisconsin"
32325410,Jeff Richgels,"Oregon, Wisconsin"
46498493,Christopher J. Rollis,"Oregon, Wisconsin"
48259082,Arthur H. Sholts,"Oregon, Wisconsin"
43714639,Emily E. Sloan,"Oregon, Wisconsin"
7698448,Lhundub Sopa,"Oregon, Wisconsin"
5705010,Lisa Stone,"Oregon, Wisconsin"
31779839,Philip K. Allen,"Walpole, Massachusetts"
1891926,Andrew Bacevich,"Walpole, Massachusetts"
20123411,Thomas A. Betro,"Walpole, Massachusetts"
14706496,Len Ceglarski,"Walpole, Massachusetts"
4557786,Todd Collins (quarterback),"Walpole, Massachusetts"
26220012,Roscoe Coughlin,"Walpole, Massachusetts"
8657341,Caleb Ellis,"Walpole, Massachusetts"
4946558,Charles Farrell,"Walpole, Massachusetts"
1584526,Kevin Faulk,"Walpole, Massachusetts"
14603420,Charles O. Gill,"Walpole, Massachusetts"
19026666,Clifford Harrison,"Walpole, Massachusetts"
36842579,Kenneth Hutchins,"Walpole, Massachusetts"
34621177,Henry P. Kendall,"Walpole, Massachusetts"
45465647,Barbara Latham,"Walpole, Massachusetts"
5712742,Gene Lavanchy,"Walpole, Massachusetts"
1995635,Mary Lavin,"Walpole, Massachusetts"
25533382,Steve Marchena,"Walpole, Massachusetts"
2739732,Joe Morgan (manager),"Walpole, Massachusetts"
19914880,Phillips Payson Jr.,"Walpole, Massachusetts"
33845551,George Arthur Plimpton,"Walpole, Massachusetts"
9660429,Butch Songin,"Walpole, Massachusetts"
30276646,Jo Ann Sprague,"Walpole, Massachusetts"
29783215,James E. Timilty,"Walpole, Massachusetts"
8611999,Roger Turner,"Walpole, Massachusetts"
923331,Ruth Graves Wakefield,"Walpole, Massachusetts"
1140227,Joseph N. Welch,"Walpole, Massachusetts"
42326629,Francis H. Woodward,"Walpole, Massachusetts"
14824905,Allan Bérubé,"Monson, Massachusetts"
47080515,George Bliss (Massachusetts politician),"Monson, Massachusetts"
53427364,Luetta Elmina Braumuller,"Monson, Massachusetts"
10065914,Samuel Robbins Brown,"Monson, Massachusetts"
47009550,Simeon Colton,"Monson, Massachusetts"
41292317,Primus P. Mason,"Monson, Massachusetts"
48729055,James Lyman Merrick,"Monson, Massachusetts"
47741647,Edward Lyman Morris,"Monson, Massachusetts"
48302336,Effie Maud Aldrich Morrison,"Monson, Massachusetts"
18442175,Orson Desaix Munn,"Monson, Massachusetts"
30150880,Arthur D. Norcross,"Monson, Massachusetts"
11629184,Albert G. Riddle,"Monson, Massachusetts"
26068752,Henry Martin Tupper,"Monson, Massachusetts"
38157701,William L. Utley,"Monson, Massachusetts"
18815539,Cardell Camper,"Boley, Oklahoma"
1270638,Pumpsie Green,"Boley, Oklahoma"
16360339,Claude Jones,"Boley, Oklahoma"
4917063,John Marriott (actor),"Boley, Oklahoma"
23014158,Zenobia Powell Perry,"Boley, Oklahoma"
31666409,Phineas Clanton,"Springerville, Arizona"
1140171,Mark Gastineau,"Springerville, Arizona"
19457141,Alex Madrid,"Springerville, Arizona"
11090485,Samuel C. Phillips,"Springerville, Arizona"
21709508,Jerry D. Thompson,"Springerville, Arizona"
11852590,Daniel I. J. Thornton,"Springerville, Arizona"
2435662,Suzan Brittan,"Vestal, New York"
597238,Daniel W. Bursch,"Vestal, New York"
29106902,Stacey Campfield,"Vestal, New York"
10853046,Daniel Capecci,"Vestal, New York"
7339369,Frank Castleman,"Vestal, New York"
32800046,Richard Lainhart,"Vestal, New York"
763507,Jonathan Lerman,"Vestal, New York"
755199,David Ross Locke,"Vestal, New York"
33275304,Tom M. Mitchell,"Vestal, New York"
37779076,Mitchell Olenski,"Vestal, New York"
2077154,Steve Park (comedian),"Vestal, New York"
309205,Peter Robinson (speechwriter),"Vestal, New York"
44766668,Ed Wilson (artist),"Vestal, New York"
6178304,Edwards Barham,"Sidon, Mississippi"
923165,Edwin R. Holmes,"Sidon, Mississippi"
18650998,Viola B. Sanders,"Sidon, Mississippi"
11821814,Frank Ellis Smith,"Sidon, Mississippi"
42110662,Benjamin F. Adams,"Pleasant Springs, Wisconsin"
48599053,Daniel Bechtel,"Pleasant Springs, Wisconsin"
13635385,Henry Huber,"Pleasant Springs, Wisconsin"
40772986,John Anders Johnson,"Pleasant Springs, Wisconsin"
57874906,Ole K. Roe,"Pleasant Springs, Wisconsin"
49186559,William Seamonson,"Pleasant Springs, Wisconsin"
7677256,Halvor Steenerson,"Pleasant Springs, Wisconsin"
32899,William Alston,"DeWitt, New York"
11593020,Luther Badger,"DeWitt, New York"
12162871,Henry A. Barnum,"DeWitt, New York"
29878915,Helen Boatwright,"DeWitt, New York"
35948240,Russ Brandon,"DeWitt, New York"
1360778,Ben Burtt,"DeWitt, New York"
4347832,Danny Cedrone,"DeWitt, New York"
38319520,DaJuan Coleman,"DeWitt, New York"
31214345,Edwin B. Crocker,"DeWitt, New York"
4044252,Karen DeCrow,"DeWitt, New York"
911254,Jon Fishman,"DeWitt, New York"
28394090,Edward Simons Fulmer,"DeWitt, New York"
13540806,Whitney Gaskell,"DeWitt, New York"
48427522,Quentin Hillsman,"DeWitt, New York"
19593916,Megyn Kelly,"DeWitt, New York"
3472216,Joseph S. Kozlowski,"DeWitt, New York"
15685887,Ron Lauback,"DeWitt, New York"
12845879,Eric Lichtblau,"DeWitt, New York"
25888890,Danny Liedka,"DeWitt, New York"
7891404,Dan Maffei,"DeWitt, New York"
18705439,Jason Nabewaniec,"DeWitt, New York"
1789313,Amelia Stone Quinton,"DeWitt, New York"
10942488,Andy Rautins,"DeWitt, New York"
3873874,Mike Royce,"DeWitt, New York"
2526122,Danny Schayes,"DeWitt, New York"
468206,Dolph Schayes,"DeWitt, New York"
27900858,Mike Schultz (1940s pitcher),"DeWitt, New York"
43692486,Scott Schwedes,"DeWitt, New York"
49173519,Kathryn Smith (American football),"DeWitt, New York"
42368513,Ron Stott,"DeWitt, New York"
12742889,Steve Suhey,"DeWitt, New York"
37807571,Brandon Triche,"DeWitt, New York"
33898004,Ethan B. Allen,"Hillsdale, New York"
19437489,Mike Berniker,"Hillsdale, New York"
11593898,Samuel Birdsall,"Hillsdale, New York"
54229931,John Bunyan Bristol,"Hillsdale, New York"
41959742,Squire S. Case,"Hillsdale, New York"
11592995,Lot Clark,"Hillsdale, New York"
11629652,Ezra Dean,"Hillsdale, New York"
1329600,Madhur Jaffrey,"Hillsdale, New York"
49637200,Henry Augustus Loop,"Hillsdale, New York"
35842902,Robert L. D. Potter,"Hillsdale, New York"
41316990,George N. Richmond,"Hillsdale, New York"
26050568,Anne Froelick,"Hinsdale, Massachusetts"
11590394,Augustus P. Hascall,"Hinsdale, Massachusetts"
28819721,Henry Howard (Detroit),"Hinsdale, Massachusetts"
43521879,Henry T. Johns,"Hinsdale, Massachusetts"
1984281,Francis E. Warren,"Hinsdale, Massachusetts"
41766374,Merrick Wing,"Hinsdale, Massachusetts"
2767511,Ashley B. Wright,"Hinsdale, Massachusetts"
38081229,Erastus Salisbury Field,"Leverett, Massachusetts"
21121751,Ellen Gilbert,"Leverett, Massachusetts"
9208477,James L. Guetti,"Leverett, Massachusetts"
32810720,Judith Inglese,"Leverett, Massachusetts"
32351312,Roger King (novelist),"Leverett, Massachusetts"
59429253,Philip Aines,"Middlebury, Vermont"
6996649,Solomon Metcalf Allen,"Middlebury, Vermont"
34818148,Robert B. Bates,"Middlebury, Vermont"
12046305,Joseph Battell,"Middlebury, Vermont"
27810605,Bill Beaney,"Middlebury, Vermont"
56756165,William Beck (alpine skier),"Middlebury, Vermont"
35541706,Karen Budge,"Middlebury, Vermont"
7901954,Daniel Chipman,"Middlebury, Vermont"
12786091,Dick Colman,"Middlebury, Vermont"
15914850,Gregory B. Craig,"Middlebury, Vermont"
13708341,Thomas Treadwell Davis,"Middlebury, Vermont"
47653065,Joel Doolittle,"Middlebury, Vermont"
7186484,Ray Fisher (baseball),"Middlebury, Vermont"
28676817,Ralph A. Foote,"Middlebury, Vermont"
45373262,Jane Grey (actress),"Middlebury, Vermont"
18685797,Thomas L. Hayes,"Middlebury, Vermont"
50986367,Peter J. Hincks,"Middlebury, Vermont"
4952030,Harvey Denison Kitchel,"Middlebury, Vermont"
